feature_1,feature_2,class
-7.0018,-6.7208,2.0
-2.4586,9.1784,0.0
-2.4972,9.5069,0.0
-6.8819,-6.674,2.0
4.8027,1.9989,1.0
-6.9436,-6.6019,2.0
-6.9468,-7.111,2.0
4.3784,1.6536,1.0
4.615,1.9309,1.0
4.8874,2.0491,1.0
4.4017,2.1089,1.0
-6.8658,-6.9066,2.0
-7.0923,-6.6758,2.0
4.809,2.076,1.0
-2.4046,8.8995,0.0
-6.8171,-6.867,2.0
4.672,2.2456,1.0
-2.5631,9.1578,0.0
-2.4851,9.1172,0.0
-6.3375,-6.8929,2.0
-6.9198,-6.961,2.0
4.5155,2.0897,1.0
4.7503,2.1092,1.0
-2.5437,9.191,0.0
-2.5579,8.9543,0.0
-6.8567,-6.9018,2.0
-7.0822,-7.2321,2.0
-2.7166,8.9762,0.0
-7.1339,-7.1107,2.0
-2.3343,8.8843,0.0
-2.4127,8.7668,0.0
-2.0786,8.8608,0.0
-7.154,-6.6441,2.0
-2.2975,8.6625,0.0
-2.5171,8.9874,0.0
-2.4648,8.9185,0.0
-2.1328,9.2834,0.0
-2.3824,9.097,0.0
4.3431,1.9315,1.0
-2.7352,9.4966,0.0
4.7864,1.7183,1.0
-2.6189,9.0329,0.0
4.8473,1.7911,1.0
-2.5001,8.884,0.0
-2.4696,8.9854,0.0
-6.672,-6.7273,2.0
-6.7543,-6.8899,2.0
-7.1032,-6.5723,2.0
-2.3966,8.8383,0.0
-2.458,9.2108,0.0
4.8327,1.9691,1.0
4.8386,2.248,1.0
4.6137,2.1988,1.0
-6.9247,-6.5468,2.0
4.4836,1.9212,1.0
4.5321,1.9222,1.0
-6.9923,-7.0205,2.0
-2.0267,9.1712,0.0
-2.3191,8.8989,0.0
-2.6736,9.063,0.0
-2.7071,8.9891,0.0
-6.5054,-7.0503,2.0
-2.1934,9.1678,0.0
-6.8013,-7.087,2.0
-6.7157,-6.9192,2.0
4.667,2.1189,1.0
4.6534,1.5692,1.0
-2.2458,8.9907,0.0
-6.6646,-6.6707,2.0
-7.037,-7.0758,2.0
4.5721,2.0472,1.0
-6.8253,-6.562,2.0
4.4624,2.1275,1.0
-2.5817,8.7904,0.0
-6.6918,-7.1861,2.0
-7.2171,-6.7139,2.0
-2.7302,9.0584,0.0
-6.6047,-6.8082,2.0
4.8574,2.1115,1.0
-2.9256,9.3536,0.0
-6.8419,-6.5585,2.0
-6.3877,-6.7238,2.0
-2.687,9.2053,0.0
-6.7792,-6.8859,2.0
4.6832,1.9125,1.0
-2.2107,8.9601,0.0
-6.8938,-6.8619,2.0
-2.3676,9.2056,0.0
4.6781,1.9659,1.0
-6.7577,-6.8881,2.0
-2.7005,9.1088,0.0
-6.7165,-6.7596,2.0
4.3699,2.3268,1.0
4.8601,2.1164,1.0
-6.6422,-7.0731,2.0
-7.0397,-6.9906,2.0
-2.4219,9.1951,0.0
-2.4457,8.9477,0.0
-2.5078,8.8822,0.0
-7.0211,-6.4381,2.0
-6.8801,-6.9888,2.0
4.4452,2.1746,1.0
4.5087,1.926,1.0
-6.8078,-6.6133,2.0
-6.9849,-7.1446,2.0
-6.6918,-6.8929,2.0
-2.4976,8.7857,0.0
-2.7493,8.9474,0.0
-6.7206,-6.6103,2.0
-2.5748,9.0453,0.0
-6.8026,-6.7204,2.0
-7.0579,-6.8662,2.0
4.5363,1.9556,1.0
4.5068,2.1176,1.0
4.8704,1.7297,1.0
4.9647,2.0498,1.0
4.6032,1.9692,1.0
-2.6144,9.292,0.0
-6.5058,-7.031,2.0
-2.614,9.0448,0.0
-2.8554,9.3133,0.0
-2.1323,9.3229,0.0
-7.1044,-6.8045,2.0
-2.3014,8.9991,0.0
-2.6149,9.1316,0.0
-7.016,-6.6496,2.0
4.7967,1.7936,1.0
-6.7918,-6.7135,2.0
-2.5477,9.0746,0.0
4.5406,1.7425,1.0
-6.9363,-7.2851,2.0
-6.8691,-6.7241,2.0
5.1369,2.0261,1.0
4.8055,2.1874,1.0
4.8161,1.9734,1.0
-2.3535,8.904,0.0
4.9394,2.3447,1.0
4.4436,1.6922,1.0
4.3727,2.118,1.0
4.8301,2.0785,1.0
-2.893,9.009,0.0
4.7287,2.1934,1.0
-6.6825,-7.1973,2.0
4.7574,2.256,1.0
4.8983,1.8233,1.0
-2.6245,8.4961,0.0
-2.2946,9.4871,0.0
-2.4699,9.1561,0.0
-2.4319,8.9734,0.0
-2.3254,8.8807,0.0
-2.3864,9.1658,0.0
4.3219,1.8402,1.0
-6.8931,-7.095,2.0
4.6796,1.9713,1.0
-2.4643,9.2237,0.0
-6.813,-7.3787,2.0
-2.4718,8.8632,0.0
4.6168,1.8962,1.0
4.2435,1.6733,1.0
5.1097,1.83,1.0
4.4125,1.8088,1.0
4.617,2.026,1.0
4.4706,1.8562,1.0
-6.5266,-6.3217,2.0
4.7429,2.1372,1.0
4.7359,1.7621,1.0
4.4768,1.7599,1.0
-2.2733,8.9205,0.0
5.059,2.2921,1.0
4.4318,2.1129,1.0
-6.5724,-6.7606,2.0
4.4639,2.027,1.0
4.2045,2.0089,1.0
-2.1497,9.1425,0.0
-2.4159,9.3185,0.0
4.6865,1.8296,1.0
-2.7653,9.3652,0.0
-6.7906,-6.71,2.0
-2.9568,8.5901,0.0
4.7528,2.3003,1.0
-2.8638,9.2667,0.0
-2.7432,8.4398,0.0
-6.8593,-6.8188,2.0
-2.4082,9.1874,0.0
-2.4294,9.1437,0.0
4.6195,1.8047,1.0
4.4856,1.6184,1.0
5.1048,1.8674,1.0
4.8763,2.0694,1.0
-7.0834,-7.043,2.0
-2.4981,9.2331,0.0
-6.8561,-7.2145,2.0
-2.7019,8.8229,0.0
-6.8836,-6.9297,2.0
-2.4191,8.6403,0.0
-6.9764,-6.9295,2.0
-7.2776,-6.8136,2.0
-7.0361,-6.7095,2.0
-6.7136,-6.8055,2.0
4.6923,1.5833,1.0
-2.4266,8.9015,0.0
-6.9712,-6.6708,2.0
-7.0773,-6.4319,2.0
-2.6677,8.9913,0.0
4.2042,1.8673,1.0
-2.6193,8.7701,0.0
4.7303,1.902,1.0
4.7433,1.9289,1.0
4.9296,1.9102,1.0
-6.9724,-7.0997,2.0
4.8316,2.1987,1.0
-2.7105,9.2423,0.0
4.5631,2.0136,1.0
4.4326,1.9325,1.0
-6.6838,-6.93,2.0
-2.3099,8.9155,0.0
4.3632,2.1535,1.0
4.6083,2.0348,1.0
-2.3353,9.2854,0.0
-6.6752,-6.8379,2.0
4.4496,1.9048,1.0
-2.3189,8.8101,0.0
-2.3789,8.7867,0.0
-7.0798,-7.0511,2.0
-6.9141,-6.7372,2.0
-6.886,-6.8734,2.0
-6.977,-6.8822,2.0
-6.7818,-7.1161,2.0
-2.4722,9.0994,0.0
4.5926,1.9492,1.0
-2.9437,9.1838,0.0
4.4969,2.0774,1.0
4.4156,2.1591,1.0
4.5674,2.1215,1.0
-2.5752,8.972,0.0
4.8936,2.0715,1.0
-2.7116,8.6833,0.0
-2.6108,8.9847,0.0
-6.5756,-7.3073,2.0
-2.551,8.8442,0.0
4.4415,1.8466,1.0
-6.9662,-6.8016,2.0
-6.9146,-6.6081,2.0
4.2448,2.1234,1.0
-2.5842,8.9507,0.0
-6.882,-7.0757,2.0
4.6749,1.7058,1.0
-2.1867,9.2773,0.0
-6.9697,-6.7987,2.0
-6.6734,-6.8025,2.0
-7.3368,-7.0366,2.0
-2.2471,9.2934,0.0
-6.7607,-7.0028,2.0
4.8419,1.9643,1.0
4.7781,1.8842,1.0
-2.9227,8.9965,0.0
4.6387,2.13,1.0
-6.8833,-6.8215,2.0
4.5768,1.785,1.0
-2.6809,9.1543,0.0
-6.9915,-6.9722,2.0
-6.9668,-7.0484,2.0
4.5778,1.6636,1.0
-2.3451,9.1157,0.0
4.6233,2.0218,1.0
-2.5161,8.7806,0.0
4.8327,1.9121,1.0
-6.6673,-6.5973,2.0
-7.1454,-7.0286,2.0
-2.4865,8.7266,0.0
4.6673,2.5568,1.0
4.473,2.126,1.0
-2.1101,9.6363,0.0
-6.9058,-6.9956,2.0
-6.9547,-6.8899,2.0
-2.6301,8.5732,0.0
-2.4505,8.743,0.0
-6.6716,-7.0839,2.0
-7.0372,-6.7487,2.0
4.4593,2.135,1.0
4.2706,1.8874,1.0
4.891,2.1623,1.0
-2.4557,9.0786,0.0
-2.5945,9.244,0.0
-2.3433,8.5721,0.0
-2.6938,8.7439,0.0
-2.4772,9.1146,0.0
-6.7763,-7.1291,2.0
-2.5918,8.8289,0.0
4.4598,1.7466,1.0
-2.7551,9.1136,0.0
-2.4795,8.9469,0.0
-6.7059,-6.8755,2.0
-6.8448,-7.0037,2.0
-2.6239,8.9049,0.0
-2.6305,9.0565,0.0
-2.7262,8.8492,0.0
-2.135,9.0922,0.0
4.402,2.184,1.0
-6.8649,-6.6414,2.0
4.5804,2.2356,1.0
5.0739,1.6884,1.0
4.1758,2.1297,1.0
-6.7234,-6.8696,2.0
-2.3221,9.2686,0.0
5.0803,1.902,1.0
4.8868,1.7668,1.0
-6.7251,-6.7235,2.0
-6.8019,-7.1149,2.0
-6.5813,-6.7351,2.0
4.9004,2.0007,1.0
4.8781,1.8094,1.0
-7.0938,-7.037,2.0
4.604,1.9512,1.0
-2.6889,9.1127,0.0
4.5226,1.8492,1.0
-6.664,-6.8974,2.0
-2.4062,9.7848,0.0
-7.096,-6.9478,2.0
4.7045,2.2299,1.0
4.7385,1.9617,1.0
-2.4732,9.2927,0.0
4.8053,2.0048,1.0
4.6564,1.8275,1.0
-6.9372,-6.7939,2.0
4.8453,2.0931,1.0
-6.4694,-7.0189,2.0
4.6326,2.1051,1.0
-7.0031,-6.6397,2.0
-6.7572,-7.192,2.0
-7.2513,-6.9816,2.0
4.3652,2.0772,1.0
5.069,1.6642,1.0
4.4307,2.0679,1.0
4.7972,1.8613,1.0
-2.1933,8.9097,0.0
-2.1163,9.0213,0.0
-7.0174,-6.7866,2.0
-6.8313,-6.8198,2.0
4.5184,1.8923,1.0
-6.624,-6.8923,2.0
-2.3652,8.7556,0.0
-6.8732,-7.2253,2.0
-6.5562,-7.0342,2.0
4.3638,1.8859,1.0
4.5259,1.9016,1.0
-7.3497,-6.5455,2.0
-2.5408,8.9289,0.0
4.6366,1.952,1.0
4.6474,1.9102,1.0
-2.5099,8.7826,0.0
-6.7151,-6.813,2.0
5.024,1.7286,1.0
-6.7629,-6.9672,2.0
-6.7986,-7.0492,2.0
-2.5554,9.1535,0.0
-2.5235,9.0068,0.0
4.6981,1.5741,1.0
4.6981,2.1647,1.0
-6.9852,-6.6095,2.0
4.9595,2.1199,1.0
4.3406,1.7895,1.0
4.521,1.8499,1.0
-7.0928,-6.8904,2.0
-2.4593,9.3298,0.0
-6.5711,-6.8314,2.0
-7.0002,-6.8798,2.0
-2.5481,8.8631,0.0
5.0382,2.0518,1.0
-7.0008,-6.8865,2.0
-6.7526,-6.9036,2.0
-6.8259,-6.8299,2.0
-2.5777,8.94,0.0
4.2897,1.9377,1.0
4.8706,2.2504,1.0
-2.3821,8.7664,0.0
-6.8202,-6.5467,2.0
4.7074,1.9205,1.0
4.4786,1.9883,1.0
4.5745,1.9981,1.0
4.2739,2.0964,1.0
4.4481,1.7027,1.0
4.5059,2.2075,1.0
-7.0114,-6.6144,2.0
4.8311,2.4381,1.0
-7.2307,-7.0191,2.0
-2.4697,9.0765,0.0
-6.7617,-7.4105,2.0
-2.453,8.8897,0.0
-2.6255,8.8113,0.0
4.6864,1.8218,1.0
-2.411,8.9427,0.0
-6.9565,-6.9213,2.0
-2.6946,9.0024,0.0
-2.3841,9.1913,0.0
4.669,1.8503,1.0
-2.4644,9.2871,0.0
4.685,1.9767,1.0
-6.6944,-6.9573,2.0
4.6181,1.98,1.0
-6.8376,-6.7571,2.0
-2.6057,8.8236,0.0
-7.1491,-7.0599,2.0
-6.762,-6.6876,2.0
4.5294,1.7537,1.0
-2.661,9.0444,0.0
4.532,2.1522,1.0
-2.136,9.1091,0.0
4.7618,1.6621,1.0
-2.3918,9.4524,0.0
4.71,1.8043,1.0
4.9737,1.7847,1.0
4.3131,1.8882,1.0
-2.7988,8.5745,0.0
-7.5238,-6.801,2.0
-6.9102,-6.7934,2.0
-2.8128,8.9429,0.0
-6.4725,-6.4817,2.0
-6.9415,-6.8417,2.0
-2.547,9.1986,0.0
-6.9291,-6.8135,2.0
-2.585,8.9736,0.0
-2.3049,9.432,0.0
-7.1151,-6.7864,2.0
-2.3193,8.7173,0.0
-7.0662,-7.0795,2.0
4.8039,2.1366,1.0
-6.7143,-6.9009,2.0
-6.9549,-6.8169,2.0
4.478,2.1645,1.0
4.3455,1.6984,1.0
4.9349,1.9345,1.0
-6.4971,-7.1451,2.0
-2.5357,8.8194,0.0
4.9185,2.141,1.0
4.4429,1.8147,1.0
-2.7325,9.2614,0.0
-7.0473,-7.0286,2.0
4.5484,2.0103,1.0
-6.9289,-6.7331,2.0
-7.0641,-7.044,2.0
-2.5281,9.0982,0.0
-7.0741,-6.8642,2.0
-2.5004,8.9849,0.0
4.3065,1.6742,1.0
-7.0341,-6.547,2.0
-2.492,8.5704,0.0
-2.5104,9.182,0.0
-7.2647,-6.5814,2.0
4.9294,2.1609,1.0
-6.8128,-6.9381,2.0
-6.7052,-6.8153,2.0
-2.5178,9.0259,0.0
-2.7063,9.1151,0.0
5.1394,1.9824,1.0
4.7762,2.1657,1.0
-6.8728,-6.9526,2.0
-6.7742,-6.8786,2.0
4.8888,2.4195,1.0
-6.9225,-7.6003,2.0
-2.4839,9.4021,0.0
-7.1444,-6.9673,2.0
-2.3491,9.1651,0.0
-7.0875,-6.7165,2.0
4.7207,2.1163,1.0
4.4924,1.8063,1.0
-2.409,8.8188,0.0
-7.3308,-6.7939,2.0
-2.31,8.8629,0.0
-2.4564,9.2688,0.0
-2.1812,9.1627,0.0
-2.6848,8.8489,0.0
-2.6496,8.8817,0.0
-7.1285,-6.7901,2.0
-2.6563,9.1586,0.0
4.3934,2.1637,1.0
-6.7366,-6.9588,2.0
4.7075,1.8547,1.0
4.7437,2.0723,1.0
-2.5055,9.0838,0.0
-7.2355,-6.9867,2.0
-6.8026,-6.656,2.0
4.7015,1.7126,1.0
-6.637,-6.7735,2.0
4.6148,2.1425,1.0
4.6141,1.8028,1.0
4.7111,2.2255,1.0
-6.7972,-6.5649,2.0
-7.085,-6.9717,2.0
4.7261,1.718,1.0
-6.7956,-6.6191,2.0
4.634,2.1282,1.0
-2.2702,8.7096,0.0
4.6698,1.9927,1.0
4.8251,1.955,1.0
-2.7871,8.6852,0.0
-6.9829,-6.4552,2.0
-7.0191,-6.6525,2.0
4.7498,2.3335,1.0
-6.8584,-7.0077,2.0
-2.7835,8.8724,0.0
4.8753,2.0005,1.0
-7.1808,-6.8901,2.0
-2.3254,8.9562,0.0
-6.9097,-7.0127,2.0
-6.8853,-6.6072,2.0
-6.5222,-6.9669,2.0
-2.5915,9.2451,0.0
-2.6163,9.086,0.0
-7.0483,-6.7397,2.0
4.9101,2.2317,1.0
-2.573,8.8551,0.0
-6.7875,-6.908,2.0
-2.5862,9.0909,0.0
-2.5034,9.27,0.0
4.4251,1.9894,1.0
-6.7106,-6.7594,2.0
4.2442,1.9826,1.0
-2.5573,8.9393,0.0
-6.7558,-6.9552,2.0
4.9468,2.1976,1.0
-6.7337,-6.6017,2.0
-7.0911,-6.7554,2.0
-2.5063,8.8235,0.0
-2.1793,9.2284,0.0
4.3273,1.7373,1.0
-2.5428,8.9199,0.0
-6.5747,-6.9691,2.0
-2.4644,9.0168,0.0
-2.7026,9.0047,0.0
-6.9232,-6.8864,2.0
4.4465,1.814,1.0
-7.007,-6.7319,2.0
4.7071,1.9277,1.0
-2.3848,9.2801,0.0
4.6003,2.3868,1.0
4.522,1.8814,1.0
-6.851,-7.2253,2.0
-6.9654,-6.6872,2.0
-6.8625,-6.9358,2.0
-2.5103,9.148,0.0
-2.3578,9.1368,0.0
-2.6379,9.1999,0.0
-2.2161,8.9691,0.0
4.6857,2.188,1.0
4.6151,2.0647,1.0
-6.6946,-6.8464,2.0
-6.7862,-6.989,2.0
-2.5147,9.3687,0.0
-2.7222,8.9532,0.0
4.3966,1.7489,1.0
-6.9699,-6.9063,2.0
-2.2733,9.0531,0.0
-2.5983,9.305,0.0
-1.985,8.7919,0.0
-6.8752,-6.5414,2.0
4.7062,1.7637,1.0
-7.1065,-6.6743,2.0
-2.3833,8.8534,0.0
-2.6112,9.0212,0.0
4.5476,2.1245,1.0
-6.527,-6.9817,2.0
4.3691,2.1201,1.0
4.3842,1.7941,1.0
-6.6954,-6.9761,2.0
4.5268,1.8789,1.0
5.0568,1.7716,1.0
-6.72,-6.9911,2.0
-2.7454,9.2372,0.0
-3.1131,9.0511,0.0
4.6954,1.9687,1.0
-2.5131,8.9537,0.0
-6.6924,-6.7247,2.0
4.3636,1.6135,1.0
-2.6031,9.1228,0.0
-6.8426,-6.3998,2.0
-6.7924,-7.0325,2.0
-2.7089,9.0746,0.0
5.0014,2.0744,1.0
-6.7736,-6.8192,2.0
-6.9656,-7.1403,2.0
-2.4809,8.5882,0.0
-6.6383,-6.8263,2.0
4.6247,1.6362,1.0
-6.7978,-6.7468,2.0
4.68,2.095,1.0
-6.9163,-6.9031,2.0
4.6489,1.9834,1.0
4.5423,2.188,1.0
-6.7051,-6.7337,2.0
4.5329,2.0322,1.0
-6.7301,-6.8205,2.0
-6.7805,-6.7512,2.0
-6.5966,-6.5117,2.0
-6.9707,-6.9509,2.0
-7.1021,-7.1137,2.0
4.557,1.7741,1.0
4.6385,1.93,1.0
-2.2209,8.7271,0.0
-6.9896,-6.9821,2.0
4.7445,1.7291,1.0
-6.6385,-7.0675,2.0
4.8379,1.9297,1.0
4.3857,1.8975,1.0
-2.4447,8.8488,0.0
4.5998,2.0467,1.0
4.7654,1.9173,1.0
-2.7786,8.82,0.0
4.6109,1.9818,1.0
-2.4391,9.1121,0.0
4.6676,1.7559,1.0
-2.4952,9.2467,0.0
-2.5092,9.0124,0.0
4.7003,1.8637,1.0
4.179,1.901,1.0
-6.9666,-6.9424,2.0
-2.3411,8.8838,0.0
-2.4958,9.1175,0.0
4.5361,2.1438,1.0
-6.8139,-6.9949,2.0
-2.1718,9.1906,0.0
4.6058,1.8106,1.0
-6.998,-6.6253,2.0
4.835,1.9733,1.0
-7.0948,-6.8128,2.0
4.7934,1.9728,1.0
-6.4105,-7.1601,2.0
-7.1383,-6.8633,2.0
4.5705,1.856,1.0
-6.9981,-6.8147,2.0
-3.0091,9.4725,0.0
-6.5006,-6.9327,2.0
-2.5928,8.6091,0.0
4.4497,2.1124,1.0
-7.1107,-6.7351,2.0
-6.6215,-6.8691,2.0
-2.6762,9.4322,0.0
4.6388,2.2089,1.0
-7.0079,-6.9331,2.0
-2.3377,8.9823,0.0
-2.26,8.5996,0.0
-2.4357,9.0439,0.0
-6.7086,-6.8273,2.0
4.8351,2.2531,1.0
-2.6491,9.0571,0.0
-7.1717,-6.6419,2.0
-6.88,-6.8521,2.0
-2.4739,8.9409,0.0
-2.5009,9.1029,0.0
-2.3696,9.093,0.0
-2.2435,9.0769,0.0
5.0136,2.0571,1.0
-2.7313,9.3647,0.0
-2.5348,8.8232,0.0
4.7452,1.8777,1.0
4.6263,2.046,1.0
-2.3801,9.288,0.0
-2.1622,8.8429,0.0
-7.1056,-7.0449,2.0
-2.7277,8.951,0.0
-6.981,-6.8321,2.0
4.8903,2.0054,1.0
-2.4212,8.9139,0.0
4.5612,1.8207,1.0
-6.7069,-6.8832,2.0
4.9338,1.8487,1.0
-2.4577,8.9994,0.0
-6.8731,-6.8759,2.0
4.6708,1.9059,1.0
4.6879,2.0704,1.0
-6.6834,-6.9575,2.0
5.0648,2.2394,1.0
4.4429,2.0129,1.0
-2.3396,8.7678,0.0
-6.9032,-7.1115,2.0
-2.2307,8.9643,0.0
-6.7495,-6.7949,2.0
4.4867,1.7476,1.0
4.3521,1.9281,1.0
4.8567,2.0152,1.0
-6.7735,-7.0947,2.0
-6.694,-6.8384,2.0
4.6777,2.0326,1.0
-2.6209,8.7943,0.0
4.5064,1.8266,1.0
5.0382,1.8068,1.0
-6.8411,-6.5764,2.0
4.6913,1.925,1.0
4.8043,1.8058,1.0
-2.0915,8.9864,0.0
-7.1422,-6.8013,2.0
-2.8371,8.9358,0.0
-2.994,9.1911,0.0
-2.3454,9.3219,0.0
-7.1627,-6.6845,2.0
-2.4369,8.8853,0.0
-2.7186,9.1216,0.0
-6.9348,-6.9525,2.0
-6.2925,-7.0857,2.0
-2.6563,9.2615,0.0
-6.9183,-6.7312,2.0
-2.686,9.045,0.0
-2.7303,8.9713,0.0
-2.9051,9.1639,0.0
-2.7826,8.9693,0.0
4.7429,1.8063,1.0
-2.0453,9.0929,0.0
-7.0906,-6.8936,2.0
-2.4389,9.2283,0.0
-7.0799,-7.0645,2.0
-3.0587,8.9143,0.0
-6.8302,-7.1051,2.0
-2.162,9.0539,0.0
4.9178,1.7041,1.0
-6.7976,-6.6372,2.0
4.7505,1.7859,1.0
4.5085,1.8336,1.0
-2.5446,8.8546,0.0
-6.557,-6.7343,2.0
-6.7751,-7.0107,2.0
4.7714,1.9593,1.0
-6.8712,-6.3528,2.0
4.7218,2.0446,1.0
-2.1067,9.219,0.0
-6.9795,-6.7463,2.0
4.4208,1.3378,1.0
4.6758,2.2422,1.0
-6.6063,-7.0277,2.0
4.7043,1.971,1.0
-2.6185,8.96,0.0
-6.9795,-6.6407,2.0
-6.7629,-6.6233,2.0
-6.8911,-6.8903,2.0
-2.5145,8.8379,0.0
-2.494,8.8789,0.0
-7.1496,-6.9711,2.0
4.581,2.2637,1.0
-6.9089,-6.6788,2.0
-2.4915,9.0537,0.0
-6.7398,-7.0059,2.0
4.6213,1.9253,1.0
-2.5337,9.033,0.0
-7.0053,-6.6228,2.0
4.8476,1.9918,1.0
-6.9292,-6.9761,2.0
-2.7234,9.3966,0.0
4.5745,1.9305,1.0
-6.9242,-6.8237,2.0
-6.9979,-6.5691,2.0
-2.9142,9.0516,0.0
-2.3505,8.6646,0.0
4.7557,2.2556,1.0
-2.5823,9.0512,0.0
-6.843,-7.0784,2.0
4.2808,1.9072,1.0
-7.0448,-6.5108,2.0
-6.7711,-7.0419,2.0
-2.2909,9.1361,0.0
-2.4304,8.6288,0.0
4.4613,2.0759,1.0
4.6135,1.8684,1.0
-6.9707,-6.8311,2.0
-6.723,-6.9939,2.0
4.4075,2.2896,1.0
4.9686,2.0453,1.0
-7.0057,-6.7653,2.0
-2.6311,8.9769,0.0
-2.2558,8.8728,0.0
-2.565,8.9583,0.0
-7.2705,-6.9422,2.0
4.3245,1.8126,1.0
4.2735,1.7629,1.0
4.2847,2.186,1.0
-6.6092,-6.4602,2.0
-2.6452,9.0607,0.0
4.7728,1.8626,1.0
4.7908,2.0131,1.0
-2.3164,9.4564,0.0
-2.4314,9.0646,0.0
-2.7536,9.1569,0.0
-2.4444,8.7847,0.0
4.6481,2.1806,1.0
4.7817,1.9771,1.0
-2.5998,9.3048,0.0
-6.6627,-6.8851,2.0
-2.2351,9.1533,0.0
-6.6855,-7.1318,2.0
-6.9224,-7.0755,2.0
-2.7095,8.9581,0.0
-2.5694,8.7724,0.0
-2.5392,9.0394,0.0
-2.0804,9.1411,0.0
-2.3734,8.9539,0.0
4.452,2.197,1.0
-2.3621,9.3706,0.0
4.3257,2.2443,1.0
4.1591,2.2517,1.0
-6.8406,-6.7726,2.0
-7.0195,-6.922,2.0
-2.4755,9.1027,0.0
4.8536,2.094,1.0
-2.9266,8.8974,0.0
4.5293,2.1123,1.0
-2.6303,9.3795,0.0
-2.6925,9.2854,0.0
4.6123,2.0914,1.0
-2.663,8.8263,0.0
-2.4952,8.9372,0.0
4.6085,1.7311,1.0
-6.8119,-6.9058,2.0
4.3927,2.224,1.0
4.6429,1.7782,1.0
4.6414,1.6775,1.0
-7.0856,-6.9769,2.0
-2.5473,9.0578,0.0
-7.0056,-7.0269,2.0
-2.2704,8.8181,0.0
-6.581,-6.9121,2.0
-7.1891,-6.8393,2.0
-6.6589,-6.957,2.0
4.7552,1.6715,1.0
4.5652,1.8731,1.0
-6.8869,-7.2277,2.0
-6.8297,-7.3683,2.0
-2.4937,8.842,0.0
-6.5495,-7.006,2.0
-7.0813,-7.1861,2.0
-6.9295,-7.1127,2.0
-6.9775,-7.4292,2.0
4.301,2.1745,1.0
4.427,1.9712,1.0
-2.5134,9.0378,0.0
-2.2988,8.8147,0.0
-6.7755,-7.096,2.0
4.6716,2.2044,1.0
-6.8664,-6.5471,2.0
-6.9027,-7.1167,2.0
-6.943,-6.6052,2.0
-6.9888,-7.15,2.0
4.8323,1.9258,1.0
-6.9796,-6.7715,2.0
-6.6736,-6.9561,2.0
-7.053,-6.886,2.0
-2.4532,8.7892,0.0
4.9821,2.078,1.0
4.6348,1.9297,1.0
-2.192,8.7667,0.0
-2.6605,8.7298,0.0
4.7861,1.843,1.0
-2.6367,9.106,0.0
4.5051,2.1647,1.0
4.7461,2.0029,1.0
-7.0211,-6.9879,2.0
4.5853,2.1672,1.0
-2.5669,8.8575,0.0
4.9746,2.0615,1.0
-6.7954,-6.7107,2.0
4.5251,1.9169,1.0
-2.5589,9.3358,0.0
-7.0369,-6.8136,2.0
4.6994,2.0011,1.0
4.7616,1.8617,1.0
4.624,1.9131,1.0
-6.7472,-7.1798,2.0
-6.9802,-6.6443,2.0
-2.9168,8.8127,0.0
4.5655,1.8275,1.0
-2.4802,9.0191,0.0
-2.8307,9.0512,0.0
-7.1629,-7.0087,2.0
4.5523,2.0096,1.0
-2.098,8.7936,0.0
-7.0409,-6.972,2.0
-6.9658,-6.9278,2.0
-2.4446,8.9848,0.0
-2.5129,8.9566,0.0
4.5801,1.9015,1.0
-2.5071,8.7519,0.0
-6.7723,-7.2143,2.0
4.4392,1.9069,1.0
4.5049,1.8926,1.0
-7.0065,-6.6543,2.0
-2.0712,8.8526,0.0
4.7172,2.1407,1.0
-2.7274,8.9321,0.0
-6.787,-6.9467,2.0
-2.3162,9.3374,0.0
-2.263,9.3513,0.0
-6.8212,-6.8241,2.0
-2.4145,8.829,0.0
-6.8382,-6.928,2.0
-2.2481,9.0185,0.0
-7.0471,-6.701,2.0
4.4258,2.317,1.0
4.6837,1.8048,1.0
4.5208,2.1533,1.0
-2.4935,8.6146,0.0
4.5575,1.9996,1.0
4.9232,2.1278,1.0
-2.4215,9.0182,0.0
4.4442,2.3329,1.0
-2.5919,9.0663,0.0
4.5886,1.8656,1.0
-2.2774,8.947,0.0
-2.7614,9.1979,0.0
-2.7073,8.901,0.0
-6.5956,-6.7617,2.0
4.746,1.8405,1.0
-7.2766,-6.9335,2.0
-2.303,9.2005,0.0
4.6934,1.8085,1.0
4.6082,1.7896,1.0
4.581,2.2445,1.0
4.904,1.7983,1.0
4.3964,2.0051,1.0
-2.604,9.0114,0.0
-7.4705,-7.0085,2.0
-2.5145,9.0703,0.0
-2.407,9.289,0.0
-7.0142,-6.7475,2.0
-2.3933,9.0794,0.0
4.4966,2.1351,1.0
4.4566,1.8058,1.0
-2.4708,8.9525,0.0
-2.2488,9.3266,0.0
-2.6066,8.9439,0.0
-2.1582,9.018,0.0
-6.4722,-6.8507,2.0
4.9798,1.8928,1.0
-3.0151,8.955,0.0
4.5884,1.9592,1.0
-7.1337,-6.6492,2.0
4.7841,1.8641,1.0
4.6713,2.0084,1.0
-2.2794,8.6663,0.0
4.7357,1.8009,1.0
-2.664,8.7654,0.0
-6.7799,-7.2686,2.0
4.5673,2.1441,1.0
-7.0058,-6.9397,2.0
-2.4499,9.1069,0.0
4.4402,2.2978,1.0
-6.8764,-7.0775,2.0
5.1543,1.5233,1.0
-2.5259,8.7244,0.0
4.7836,1.9416,1.0
